timestamp,test_phase,command_type,command_value,velocity_rps,velocity_rpm,motor_voltage,stator_current,supply_voltage
128.046,3.0,2.0,0.0,79.59375,4775.625,0.0,0.0,12.4
128.073862,3.0,2.0,0.0,80.091796875,4805.5078125,0.0,0.0,12.4
128.086587,3.0,2.0,0.0,79.4296875,4765.78125,0.0,0.0,12.425
128.116174,3.0,2.0,0.0,79.626953125,4777.6171875,0.0,0.0,12.425
128.131979,3.0,2.0,0.0,78.814453125,4728.8671875,0.0,0.0,12.425
128.144426,3.0,2.0,0.0,79.322265625,4759.3359375,0.0,0.0,12.425
128.166575,3.0,2.0,0.0,79.02734375,4741.640625,0.0,0.0,12.425
128.196718,3.0,2.0,0.0,78.521484375,4711.2890625,0.0,0.0,12.425
128.205882,3.0,2.0,0.0,78.51953125,4711.171875,0.0,0.0,12.425
128.230016,3.0,2.0,0.0,78.259765625,4695.5859375,0.0,0.0,12.425
128.244522,3.0,2.0,0.0,78.751953125,4725.1171875,0.0,0.0,12.425
128.266911,3.0,2.0,0.0,78.23828125,4694.296875,0.0,0.0,12.425
128.289413,3.0,2.0,0.0,77.677734375,4660.6640625,0.0,0.0,12.425
128.315921,3.0,2.0,0.0,77.48046875,4648.828125,0.0,0.0,12.425
128.327793,3.0,2.0,0.0,77.6328125,4657.96875,0.0,0.0,12.425
128.344821,3.0,2.0,0.0,77.787109375,4667.2265625,0.0,0.0,12.425
128.364633,3.0,2.0,0.0,78.044921875,4682.6953125,0.0,0.0,12.425
